gw_site_id	gw_logid	record_date	waterlevel_blsd	reviewed_status_description	source_description	purpose_description	download_date
9448	KLAM0010574	6/17/2002 12:00:00 AM	78.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/18/2002 12:00:00 AM	78.04	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/19/2002 12:00:00 AM	78.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/20/2002 12:00:00 AM	78.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/21/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/22/2002 12:00:00 AM	78.13	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/23/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/24/2002 12:00:00 AM	78.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/25/2002 12:00:00 AM	78.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/26/2002 12:00:00 AM	78.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/27/2002 12:00:00 AM	78.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/28/2002 12:00:00 AM	77.97	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/29/2002 12:00:00 AM	78.00	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	6/30/2002 12:00:00 AM	78.04	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/1/2002 12:00:00 AM	78.03	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/2/2002 12:00:00 AM	77.94	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/3/2002 12:00:00 AM	77.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/4/2002 12:00:00 AM	77.92	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/5/2002 12:00:00 AM	77.93	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/6/2002 12:00:00 AM	77.97	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/7/2002 12:00:00 AM	78.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/8/2002 12:00:00 AM	78.14	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/9/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/10/2002 12:00:00 AM	78.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/11/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/12/2002 12:00:00 AM	78.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/13/2002 12:00:00 AM	78.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/14/2002 12:00:00 AM	78.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/15/2002 12:00:00 AM	78.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/16/2002 12:00:00 AM	78.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/17/2002 12:00:00 AM	78.12	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/18/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/19/2002 12:00:00 AM	78.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/20/2002 12:00:00 AM	78.05	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/21/2002 12:00:00 AM	78.03	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/22/2002 12:00:00 AM	78.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/23/2002 12:00:00 AM	78.03	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/24/2002 12:00:00 AM	78.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/25/2002 12:00:00 AM	78.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/26/2002 12:00:00 AM	78.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/27/2002 12:00:00 AM	78.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/28/2002 12:00:00 AM	78.15	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/29/2002 12:00:00 AM	78.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/30/2002 12:00:00 AM	78.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	7/31/2002 12:00:00 AM	78.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/1/2002 12:00:00 AM	78.23	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/2/2002 12:00:00 AM	78.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/3/2002 12:00:00 AM	78.29	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/4/2002 12:00:00 AM	78.39	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/5/2002 12:00:00 AM	78.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/6/2002 12:00:00 AM	78.47	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/7/2002 12:00:00 AM	78.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/8/2002 12:00:00 AM	78.53	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/9/2002 12:00:00 AM	78.49	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/10/2002 12:00:00 AM	78.40	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/11/2002 12:00:00 AM	78.38	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/12/2002 12:00:00 AM	78.40	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/13/2002 12:00:00 AM	78.44	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/14/2002 12:00:00 AM	78.49	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/15/2002 12:00:00 AM	78.54	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/16/2002 12:00:00 AM	78.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/17/2002 12:00:00 AM	78.66	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/18/2002 12:00:00 AM	78.60	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/19/2002 12:00:00 AM	78.52	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/20/2002 12:00:00 AM	78.56	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/21/2002 12:00:00 AM	78.58	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/22/2002 12:00:00 AM	78.58	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/23/2002 12:00:00 AM	78.59	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/24/2002 12:00:00 AM	78.58	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/25/2002 12:00:00 AM	78.59	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/26/2002 12:00:00 AM	78.56	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/27/2002 12:00:00 AM	78.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/28/2002 12:00:00 AM	78.34	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/29/2002 12:00:00 AM	78.33	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/30/2002 12:00:00 AM	78.32	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	8/31/2002 12:00:00 AM	78.35	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/1/2002 12:00:00 AM	78.34	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/2/2002 12:00:00 AM	78.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/3/2002 12:00:00 AM	78.19	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/4/2002 12:00:00 AM	78.28	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/5/2002 12:00:00 AM	78.34	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/6/2002 12:00:00 AM	78.35	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/7/2002 12:00:00 AM	78.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/8/2002 12:00:00 AM	78.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/9/2002 12:00:00 AM	78.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/10/2002 12:00:00 AM	78.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/11/2002 12:00:00 AM	78.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/12/2002 12:00:00 AM	78.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/13/2002 12:00:00 AM	78.40	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/14/2002 12:00:00 AM	78.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/15/2002 12:00:00 AM	78.28	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/17/2002 12:00:00 AM	78.27	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/18/2002 12:00:00 AM	78.31	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/19/2002 12:00:00 AM	78.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/20/2002 12:00:00 AM	78.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/21/2002 12:00:00 AM	78.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/22/2002 12:00:00 AM	78.28	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/23/2002 12:00:00 AM	78.18	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/24/2002 12:00:00 AM	78.12	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/25/2002 12:00:00 AM	78.15	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/26/2002 12:00:00 AM	78.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/27/2002 12:00:00 AM	78.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/28/2002 12:00:00 AM	78.12	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/29/2002 12:00:00 AM	78.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	9/30/2002 12:00:00 AM	78.21	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/1/2002 12:00:00 AM	78.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/2/2002 12:00:00 AM	78.24	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/3/2002 12:00:00 AM	78.17	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/4/2002 12:00:00 AM	78.11	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/5/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/6/2002 12:00:00 AM	78.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/7/2002 12:00:00 AM	78.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/8/2002 12:00:00 AM	77.92	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/9/2002 12:00:00 AM	77.86	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/10/2002 12:00:00 AM	77.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/11/2002 12:00:00 AM	78.03	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/12/2002 12:00:00 AM	78.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/13/2002 12:00:00 AM	78.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/14/2002 12:00:00 AM	77.96	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/15/2002 12:00:00 AM	77.88	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/16/2002 12:00:00 AM	77.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/17/2002 12:00:00 AM	77.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/18/2002 12:00:00 AM	77.79	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/19/2002 12:00:00 AM	77.79	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/20/2002 12:00:00 AM	77.74	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/21/2002 12:00:00 AM	77.70	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/22/2002 12:00:00 AM	77.68	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/23/2002 12:00:00 AM	77.66	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/24/2002 12:00:00 AM	77.88	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/25/2002 12:00:00 AM	78.46	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/26/2002 12:00:00 AM	78.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/27/2002 12:00:00 AM	78.05	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/28/2002 12:00:00 AM	77.87	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/29/2002 12:00:00 AM	77.75	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/30/2002 12:00:00 AM	77.75	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	10/31/2002 12:00:00 AM	77.81	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/1/2002 12:00:00 AM	77.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/2/2002 12:00:00 AM	78.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/3/2002 12:00:00 AM	77.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/4/2002 12:00:00 AM	77.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/5/2002 12:00:00 AM	77.77	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/6/2002 12:00:00 AM	77.67	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/7/2002 12:00:00 AM	77.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/8/2002 12:00:00 AM	77.38	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/9/2002 12:00:00 AM	77.52	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/10/2002 12:00:00 AM	77.60	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/11/2002 12:00:00 AM	77.66	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/12/2002 12:00:00 AM	77.58	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/13/2002 12:00:00 AM	77.60	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/14/2002 12:00:00 AM	77.63	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/15/2002 12:00:00 AM	77.55	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/16/2002 12:00:00 AM	77.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/17/2002 12:00:00 AM	77.63	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/18/2002 12:00:00 AM	77.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/19/2002 12:00:00 AM	77.65	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/20/2002 12:00:00 AM	77.56	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/21/2002 12:00:00 AM	77.49	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/22/2002 12:00:00 AM	77.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/23/2002 12:00:00 AM	77.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/24/2002 12:00:00 AM	77.55	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/25/2002 12:00:00 AM	77.59	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/26/2002 12:00:00 AM	77.53	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/27/2002 12:00:00 AM	77.50	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/28/2002 12:00:00 AM	77.56	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/29/2002 12:00:00 AM	77.53	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	11/30/2002 12:00:00 AM	77.50	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/1/2002 12:00:00 AM	77.54	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/2/2002 12:00:00 AM	77.49	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/3/2002 12:00:00 AM	77.48	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/4/2002 12:00:00 AM	77.52	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/5/2002 12:00:00 AM	77.48	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/6/2002 12:00:00 AM	77.41	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/7/2002 12:00:00 AM	77.46	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/8/2002 12:00:00 AM	77.46	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/9/2002 12:00:00 AM	77.37	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/10/2002 12:00:00 AM	77.38	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/11/2002 12:00:00 AM	77.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/12/2002 12:00:00 AM	77.35	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/13/2002 12:00:00 AM	77.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/14/2002 12:00:00 AM	77.13	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/15/2002 12:00:00 AM	77.19	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/16/2002 12:00:00 AM	77.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/17/2002 12:00:00 AM	77.15	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/18/2002 12:00:00 AM	77.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/19/2002 12:00:00 AM	77.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/20/2002 12:00:00 AM	77.04	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/21/2002 12:00:00 AM	77.19	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/22/2002 12:00:00 AM	77.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/23/2002 12:00:00 AM	77.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/24/2002 12:00:00 AM	77.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/25/2002 12:00:00 AM	77.25	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/26/2002 12:00:00 AM	77.20	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/27/2002 12:00:00 AM	77.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/28/2002 12:00:00 AM	76.96	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/29/2002 12:00:00 AM	77.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/30/2002 12:00:00 AM	77.04	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	12/31/2002 12:00:00 AM	77.05	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/1/2003 12:00:00 AM	77.14	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/2/2003 12:00:00 AM	77.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/3/2003 12:00:00 AM	77.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/4/2003 12:00:00 AM	77.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/5/2003 12:00:00 AM	77.13	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/6/2003 12:00:00 AM	77.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/7/2003 12:00:00 AM	77.05	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/8/2003 12:00:00 AM	76.97	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/9/2003 12:00:00 AM	76.95	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/10/2003 12:00:00 AM	76.96	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/11/2003 12:00:00 AM	77.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/12/2003 12:00:00 AM	77.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/13/2003 12:00:00 AM	77.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/14/2003 12:00:00 AM	76.91	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/15/2003 12:00:00 AM	76.88	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/16/2003 12:00:00 AM	76.91	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/17/2003 12:00:00 AM	76.89	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/18/2003 12:00:00 AM	76.86	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/19/2003 12:00:00 AM	76.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/20/2003 12:00:00 AM	76.81	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/21/2003 12:00:00 AM	76.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/22/2003 12:00:00 AM	76.83	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/23/2003 12:00:00 AM	76.89	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/24/2003 12:00:00 AM	76.86	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/25/2003 12:00:00 AM	76.78	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/26/2003 12:00:00 AM	76.68	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/27/2003 12:00:00 AM	76.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/28/2003 12:00:00 AM	76.59	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/29/2003 12:00:00 AM	76.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/30/2003 12:00:00 AM	76.66	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9448	KLAM0010574	1/31/2003 12:00:00 AM	76.57	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
