gw_site_id	site_type	gw_logid	gw_wl_county_code	gw_wl_nbr	gw_well_tag_nbr	gw_well_tag_verified_on_well	site_source_organization	site_source_owrd	state_observation_well_nbr	state_observation_well_status	latitude_dec	longitude_dec	site_horizontal_err	lat_long_source	lat_long_datum	lsd_elevation	lsd_accuracy	elevation_datum	lsd_elevation_source	state	county_code	basin_nbr	wm_district	meridian	township	township_char	range	range_char	sctn	qtr160	qtr40	qtr10	qtr2_5	tax_lot	max_depth	max_casing_diameter	primary_use_desc	measured_waterlevel_blsd_count	measured_waterlevel_blsd_current_status	measured_waterlevel_blsd_count_owrd	measured_waterlevel_blsd_current_status_owrd	calc_obs_well_status_combined	calc_obs_well_status_owrd	recorder_waterlevel_mean_daily_blsd_count	recorder_waterlevel_instantaneous_blsd_count	recorder_well	cuttings_count	media_log_count	hydrograph_url	well_log_url	critical_gw_subarea	aquifer	aquifer_system	download_date
15065	WELL	KLAM0010616	KLAM	10616	102894		OWRD	GWTR								4170.00	20.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14		WM 	40.00	S	10.00	E	32	SW	NE			600	242.00	6	DOMESTIC & STOCK													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10616		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
8228	WELL	KLAM0010634	KLAM	10634		False	OWRD	GWTR			42.14056612	-121.28646525	50.00	SITE VISIT AND IMAGERY	WGS1984	4141.00	1.00	NAVD1988	LIDAR	OR	KLAM	14	17	WM 	39.00	S	12.00	E	34	SW	NE	SW		200	386.00	16	IRRIGATION	36	C	3	N	Obs Well Current	Obs Well Non-Current				1		https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010634	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10634				10/22/2024
16663	WELL	KLAM0010636	KLAM	10636			OWRD	WRIS			42.60315900	-121.92620200	16.00	GPS IPAD	WGS1984	4180.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	34.00	S	7.00	E	19	SW	SE			800	167.00	8	IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10636		Yonna Formation	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
15454	WELL	KLAM0010639	KLAM	10639			USGS	GWTR			42.16589880	-121.76941850	50.00	GPS	WGS1984	4088.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	9.00	E	21						405.00	6		3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010639	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10639				10/22/2024
15295	WELL	KLAM0010640	KLAM	10640			OWRD	GWTR								4175.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14		WM 	40.00	S	13.00	E	5	NE	NE	SE		200	110.00	6	DOMESTIC & STOCK													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10640				10/22/2024
8230	WELL	KLAM0010641	KLAM	10641			OWRD	GWTR			42.06386687	-121.25319620	1.00	GPS SURVEY GRADE	WGS1984	4146.80	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	40.00	S	13.00	E	35	NE	NE	NE			427.00	16	IRRIGATION	44	C	35	N	Obs Well Current	Obs Well Non-Current	793	13658	N			https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010641	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10641				10/22/2024
8231	WELL	KLAM0010642	KLAM	10642		False	OWRD	GWTR			42.01370738	-121.22577680	1.00	GPS SURVEY GRADE	WGS1984	4145.70	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	41.00	S	14.00	E	18	NW	SE	SW		300	724.00	16	IRRIGATION	39	C	5	N	Obs Well Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010642	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10642				10/22/2024
15642	WELL	KLAM0010645	KLAM	10645			USGS	GWTR			43.21568470	-121.78116250	50.00	GPS	WGS1984	4758.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	27.00	S	8.00	E	21									3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010645	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10645				10/22/2024
9449	WELL	KLAM0010647	KLAM	10647			OWRD	GWTR			42.16055502	-121.31688629	50.00	MAP 24K	WGS1984	4128.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	12.00	E	29	NE	SW	NE		500	290.00			2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010647	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10647				10/22/2024
14993	WELL	KLAM0010648	KLAM	10648	102895		OWRD	GWTR								4210.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14		WM 	41.00	S	10.00	E	3	SW	SE			2003	322.00	6	DOMESTIC													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10648		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
9450	WELL	KLAM0010675	KLAM	10675			OWRD	GWTR			42.06881533	-121.45840235	50.00	MAP 24K	WGS1984	4264.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	12.00	E	30	SW	NE	SE			364.00		IRRIGATION	22	N	21	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010675	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10675				10/22/2024
15368	WELL	KLAM0010683	KLAM	10683	142071	False	USGS	GWTR			42.04787569	-121.44658970	100.00	MAP 24K	WGS1984	4130.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	41.00	S	12.00	E	5						305.00	6		3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010683	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10683		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
15592	WELL	KLAM0010697	KLAM	10697			USGS	GWTR			42.60495827	-121.87462670	50.00	GPS	WGS1984	4218.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	34.00	S	7.00	E	22									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10697				10/22/2024
8232	WELL	KLAM0010699	KLAM	10699	29474	True	OWRD	GWTR			42.12639470	-121.31691830	1.00	GPS SURVEY GRADE	WGS1984	4185.60	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	40.00	S	13.00	E	5	SE	NW	SE			944.00	12	IRRIGATION	84	C	37	N	Obs Well Current	Obs Well Non-Current	883	10718	N			https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010699	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10699				10/22/2024
9451	WELL	KLAM0010712	KLAM	10712		False	OWRD	GWTR			42.26633474	-121.45558632	50.00	SITE VISIT AND IMAGERY	WGS1984	4265.00	1.00	NAVD1988	LIDAR	OR	KLAM	14	17	WM 	38.00	S	11.00	E	19	NE	NW	NW			350.00		IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10712				10/22/2024
15465	WELL	KLAM0010718	KLAM	10718			USGS	GWTR			42.17750785	-121.68811970	1.00	GPS SURVEY GRADE	WGS1984	4127.00	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	10.00	E	18									2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010718	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10718				10/22/2024
12683	WELL	KLAM0010738	KLAM	10738			OWRD	GWTR			43.57814739	-121.57664816	100.00	MAP 24K	WGS1984	4298.00	5.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	5	11	WM 	23.00	S	10.00	E	18	SW	NE	SE			41.00		DOMESTIC	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10738				10/22/2024
12682	WELL	KLAM0010745	KLAM	10745			OWRD	GWTR			43.58382840	-121.53951038	100.00	MAP 24K	WGS1984	4277.00	5.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	5	11	WM 	23.00	S	10.00	E	16	NW	SE	NW			90.00		DOMESTIC	2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010745	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10745				10/22/2024
8233	WELL	KLAM0010747	KLAM	10747			OWRD	WRIS			42.21594754	-121.77459321	1000.00	WR UNKNOWN SOURCE	WGS1984	4092.00	10.00	NAVD1988	DEM 10 METER	OR	KLAM	14	17	WM 	38.00	S	9.00	E	33	SW	SW			300	781.00	10	NURSERY	14	C			Obs Well Current							https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010747	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10747				10/22/2024
8234	WELL	KLAM0010748	KLAM	10748			OWRD	GWTR			42.02672634	-121.24271690	10.00	GPS SURVEY GRADE	WGS1984	4149.60	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	41.00	S	13.00	E	12	SW	NE	NE			580.00	16	IRRIGATION	38	N	5	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010748	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10748				10/22/2024
8235	WELL	KLAM0010749	KLAM	10749			OWRD	WRIS			42.28529500	-120.88306500	16.00	GPS IPAD	WGS1984	5858.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	38.00	S	15.00	E	12	SE	NE				413.00	8	FIRE PROTECTION	53	C	53	C	Obs Well Current	Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010749	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10749		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
15613	WELL	KLAM0010760	KLAM	10760			USGS	GWTR			42.65067377	-121.94687980	50.00	GPS	WGS1984	4163.00	5.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	34.00	S	7.50	E	1	SW	NW	SE			166.00	6	DOMESTIC	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010760	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10760				10/22/2024
8236	WELL	KLAM0010764	KLAM	10764		False	OWRD	GWTR			42.04215930	-121.23281690	1.00	GPS SURVEY GRADE	WGS1984	4134.10	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	41.00	S	13.00	E	1	NE	SE	SE		100	521.00	12	IRRIGATION	10	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010764	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10764				10/22/2024
8237	WELL	KLAM0010768	KLAM	10768			OWRD	WRIS			42.18915723	-121.66687528	1000.00	WR UNKNOWN SOURCE	WGS1984	4196.00	10.00	NAVD1988	DEM 10 METER	OR	KLAM	14	17	WM 	39.00	S	10.00	E	8	SE	NW			1300	850.00	6	IRRIGATION	14	N			Obs Well Non-Current							https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010768	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10768				10/22/2024
12671	WELL	KLAM0010779	KLAM	10779			OWRD	GWTR			43.61572685	-121.60562756	100.00	MAP 24K	WGS1984	4281.00	5.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	5	11	WM 	23.00	S	9.00	E	2	NE	NE	NE			60.00	6	DOMESTIC	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010779	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10779				10/22/2024
14421	WELL	KLAM0010781	KLAM	10781			OWRD	GWTR			42.10915220	-121.79935180	50.00	GPS	WGS1984	4130.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	9.00	E	7	NE	NE	SW		100	220.00	6	LIVESTOCK	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10781				10/22/2024
15540	WELL	KLAM0010787	KLAM	10787			USGS	GWTR			42.55713028	-121.70241540	50.00	GPS	WGS1984	4295.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	35.00	S	8.00	E	12									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10787				10/22/2024
15535	WELL	KLAM0010788	KLAM	10788			USGS	GWTR			42.55144439	-121.69357900	50.00	GPS	WGS1984	4310.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	35.00	S	9.00	E	7									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10788				10/22/2024
8238	WELL	KLAM0010791	KLAM	10791			OWRD	WRIS			42.86844000	-121.84726600	16.00	GPS IPAD	WGS1984	4576.00	3.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	31.00	S	7.00	E	23	SE	NW	SW		100	350.00	10	FIRE PROTECTION	8	N			Obs Well Non-Current							https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010791	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10791		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
8239	WELL	KLAM0010803	KLAM	10803			OWRD	GWTR			42.02586237	-121.14986954	50.00	MAP 24K	WGS1984	4372.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	41.00	S	14.00	E	11	SW	NW	NE		2100	540.00	8	DOMESTIC	9	N	4	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010803	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10803				10/22/2024
9452	WELL	KLAM0010813	KLAM	10813			OWRD	GWTR			42.17734542	-121.33717729	50.00	MAP 24K	WGS1984	4124.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	12.00	E	19	NE	NW	SE			55.00			30	N	30	N	Obs Well Non-Current	Obs Well Non-Current	857	23238	N			https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010813	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10813				10/22/2024
9453	WELL	KLAM0010814	KLAM	10814		False	OWRD	GWTR			42.18117315	-121.33572082	50.00	MAP 24K	WGS1984	4123.00	1.00	NAVD1988	LIDAR	OR	KLAM	14	17	WM 	39.00	S	12.00	E	18	SE	SW	SE		3700	280.00	2	MONITORING	126	C	126	C	Obs Well Current	Obs Well Current	887	10942	N			https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010814	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10814		Yonna Formation	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
14622	WELL	KLAM0010822	KLAM	10822			OWRD	WRIS			42.20461104	-121.83794990	1.00	GPS SURVEY GRADE	WGS1984	4212.00	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	8.00	E	2	SE	NE	NE		800	488.00	12	IRRIGATION	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10822				10/22/2024
14996	WELL	KLAM0010823	KLAM	10823			OWRD	GWTR								4375.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14		WM 	39.00	S	10.00	E	10	SW	SW	NW		600	503.00	6	DOMESTIC													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10823				10/22/2024
15551	WELL	KLAM0010835	KLAM	10835			USGS	GWTR			42.56664170	-121.68379580	50.00	GPS	WGS1984	4325.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	35.00	S	9.00	E	6									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10835				10/22/2024
15508	WELL	KLAM0010846	KLAM	10846			USGS	GWTR			42.43110528	-122.12575840	50.00	GPS	WGS1984	4238.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	36.00	S	6.00	E	16									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10846				10/22/2024
15524	WELL	KLAM0010864	KLAM	10864			USGS	GWTR			42.52331427	-121.90732320	50.00	GPS	WGS1984	4150.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	35.00	S	7.00	E	20									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10864				10/22/2024
10300	WELL	KLAM0010869	KLAM	10869			OWRD	WRIS			42.21585842	-121.74973778	100.00	WR FINAL PROOF MAP	WGS1984	4110.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	38.00	S	9.00	E	34	SW	SE				1241.00		INJECTION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10869				10/22/2024
9454	WELL	KLAM0010870	KLAM	10870			OWRD	GWTR			42.32234695	-121.46862570	50.00	SITE VISIT AND IMAGERY	WGS1984	4271.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	37.00	S	11.50	E	36	NE	NE	SE			445.00		IRRIGATION	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10870				10/22/2024
9455	WELL	KLAM0010877	KLAM	10877			OWRD	GWTR			42.17127301	-121.59779651	50.00	MAP 24K	WGS1984	4271.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	10.00	E	13	SW	SW	SE			424.00			12	N	12	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010877	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10877				10/22/2024
12673	WELL	KLAM0010878	KLAM	10878			OWRD	GWTR			43.57922346	-121.59045641	100.00	MAP 24K	WGS1984	4302.00	5.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	5	11	WM 	23.00	S	9.00	E	13	SE	NW	NE					DOMESTIC	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10878				10/22/2024
14447	WELL	KLAM0010896	KLAM	10896			OWRD	WRIS			42.01439200	-121.62170700	50.00	SITE VISIT AND IMAGERY	WGS1984	4089.00	1.00	NGVD1929	LIDAR	OR	KLAM	14	17	WM 	41.00	S	10.00	E	10	SW	NE	SE		701	630.00	14	IRRIGATION	2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010896	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10896				10/22/2024
15473	WELL	KLAM0010897	KLAM	10897			USGS	GWTR			42.18906860	-121.69855900	100.00	MAP 24K	WGS1984	4172.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	9.00	E	12									2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010897	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10897				10/22/2024
15388	WELL	KLAM0010918	KLAM	10918			USGS	GWTR			42.10016710	-121.74071050	50.00	GPS	WGS1984	4070.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	9.00	E	10									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10918				10/22/2024
8240	WELL	KLAM0010921	KLAM	10921			OWRD	WRIS			42.20040856	-121.67755009	1000.00	WR UNKNOWN SOURCE	WGS1984	4227.00	10.00	NAVD1988	DEM 10 METER	OR	KLAM	14	17	WM 	39.00	S	10.00	E	5	SW	SW							3	C			Obs Well Current							https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010921	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10921				10/22/2024
14399	WELL	KLAM0010948	KLAM	10948			OWRD	GWTR			42.18378815	-121.69911170	1.00	GPS SURVEY GRADE	WGS1984	4170.10	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	9.00	E	13	NE	NE	NE		200	255.00	20	MUNICIPAL	96	C	96	C	Obs Well Current	Obs Well Current			N			https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0010948	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10948		Yonna Formation	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
14123	WELL	KLAM0010961	KLAM	10961		False	OWRD	WRIS			42.18369781	-121.79837162	50.00	WR FINAL PROOF MAP	WGS1984	4038.00	20.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	9.00	E	18	NE	NE			100	449.00	8	IRRIGATION	1	N											https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10961				10/22/2024
15600	WELL	KLAM0010967	KLAM	10967			USGS	GWTR			42.61050286	-121.85474290	50.00	GPS	WGS1984	4340.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	34.00	S	7.00	E	23									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10967				10/22/2024
15478	WELL	KLAM0010971	KLAM	10971			USGS	GWTR			42.19440686	-121.74939610	1.00	GPS SURVEY GRADE	WGS1984	4091.50	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	9.00	E	10									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10971				10/22/2024
13122	WELL	KLAM0010988	KLAM	10988			OWRD	WRIS			42.11245650	-121.50040093	50.00	SITE VISIT AND IMAGERY	WGS1984	4138.00	1.00	NAVD1988	LIDAR	OR	KLAM	14	17	WM 	40.00	S	11.00	E	2	SW	SW			1200	883.00	10	IRRIGATION	1	N											https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=10988				10/22/2024
9456	WELL	KLAM0011003	KLAM	11003			OWRD	GWTR			42.15199570	-121.45720428	50.00	MAP 24K	WGS1984	4180.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.00	E	30	SE	SW	SW		1600	200.00			17	N	17	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0011003	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=11003				10/22/2024
15460	WELL	KLAM0011007	KLAM	11007			USGS	GWTR			42.17157490	-121.66428850	1.00	GPS SURVEY GRADE	WGS1984	4107.70	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	10.00	E	17									2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0011007	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=11007				10/22/2024
