STATION,SITE_CODE,STNAME,WELL_NAME,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVDATUM,ELEVACC,COUNTY_NAME,BASIN_CODE,BASIN_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,WDL,COMMENT
12N01W04M001M,389163N1219875W001,DWD Well 2 shallow scrn 135-155 ft bgs,DWD MW-2A,38.916277000,-121.987509000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,165.00000,Observation,Part of a nested/multi-completion well,E0117454,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W04M001M,"12N01W04M001M is part of a nested well.  Other wells in the nest are 12N01W04M002M, 12N01W04M003M."
12N01W04M002M,389163N1219875W002,DWD Well 2 Mid scrn 305-325 ft bgs,DWD MW-2B,38.916277000,-121.987509000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,335.00000,Observation,Part of a nested/multi-completion well,E0117454,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W04M002M,"12N01W04M002M is part of a nested well.  Other wells in the nest are 12N01W04M001M, 12N01W04M003M."
12N01W04M003M,389163N1219875W003,DWD Well 2 deep scrn 565-585 ft bgs,DWD MW-2C,38.916277000,-121.987509000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,595.00000,Observation,Part of a nested/multi-completion well,E0117454,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W04M003M,"12N01W04M003M is part of a nested well.  Other wells in the nest are 12N01W04M001M, 12N01W04M002M."
12N01W15N005M,388847N1219665W001,DWD Well 1 shallow scrn 146-166 ft bgs,DWD MW-1A,38.884710000,-121.966457000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,176.00000,Observation,Part of a nested/multi-completion well,E0119906,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W15N005M,"12N01W15N005M is part of a nested well.  Other wells in the nest are 12N01W15N006M,12N01W15N007M."
12N01W15N006M,388847N1219665W002,DWD Well 1 mid scrn 369-368 ft bgs,DWD MW-1B,38.884710000,-121.966457000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,399.00000,Observation,Part of a nested/multi-completion well,E0119906,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W15N006M,"12N01W15N006M is part of a nested well.  Other wells in the nest are 12N01W15N005M,12N01W15N007M."
12N01W15N007M,388847N1219665W003,DWD Well 1 deep scrn 542-562 ft bgs,DWD MW-1C,38.884710000,-121.966457000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,572.00000,Observation,Part of a nested/multi-completion well,E0119906,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W15N007M,"12N01W15N007M is part of a nested well.  Other wells in the nest are 12N01W15N005M,12N01W15N006M."
12N02E21Q001M,388813N1217525W001,Sacramento River Well 1A shallow screen 54-64 ft bgs,SR-1A shallow,38.869027000,-121.752499000,NAD83,"GPS, 10m",32.710,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,68.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E21Q001M,"12N02E21Q001M is part of a nested well.  Other wells in the nest are 12N02E21Q002,3M."
12N02E21Q002M,388813N1217525W002,Sacramento River Well 1B middle screen 254-274 ft bgs,SR-1B middle,38.869027000,-121.752499000,NAD83,"GPS, 10m",32.710,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,279.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E21Q002M,"12N02E21Q002M is part of a nested well.  Other wells in the nest are 12N02E21Q001,3M."
12N02E21Q003M,388813N1217525W003,Sacramento River well 1C deep screen 548-568 ft bgs,SR-1C deep,38.869027000,-121.752499000,NAD83,"GPS, 10m",32.710,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,573.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E21Q003M,"12N02E21Q003M is part of a nested well.  Other wells in the nest are 12N02E21Q001,2M."
12N02E23H001M,388761N1217094W001,Sutter County MW-2A shallow screen 120 to 140 ft bgs,SCMW-2A,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,150.00000,Observation,Part of a nested/multi-completion well,E0113997,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H001M,"12N02E23H001M is part of a nested well.  Other wells in the nest are 12N02E23H002,3,4M."
12N02E23H002M,388761N1217094W002,Sutter County MW-2B mid-shall screen 260 to 280 ft bgs,SCMW-2B,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,300.00000,Observation,Part of a nested/multi-completion well,E0113997,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H002M,"12N02E23H002M is part of a nested well.  Other wells in the nest are 12N02E23H001,3,4M."
12N02E23H003M,388761N1217094W003,Sutter County MW-2C mid-deep screen 570 to 590 ft bgs,SCMW-2C,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,600.00000,Observation,Part of a nested/multi-completion well,E0113997,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H003M,"12N02E23H003M is part of a nested well.  Other wells in the nest are 12N02E23H001,2,4M."
12N02E23H004M,388761N1217094W004,Sutter County MW-2D deep screen 695 to 705 ft bgs,SCMW-2D,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,705.00000,Observation,Part of a nested/multi-completion well,E0113997,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H004M,"12N02E23H004M is part of a nested well.  Other wells in the nest are 12N02E23H001,2,3M."
12N02E33P003M,388368N1217584W003,River Garden Farms Field 93-360 screen 320-350 ft bgs,RGF Field 93-360,38.836840000,-121.758433000,NAD83,"GPS, 10m",26.370,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,360.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E33P003M,Water Transfer Well
12N04E03N001M,389116N1215238W001,American Basin Well 1 deep screen 950-970 ft bgs,AB-1 Deep,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,980.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N001M,"12N04E03N001M is part of a nested well.  Other wells in the nest are 12N04E03N002,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
12N04E03N002M,389116N1215238W002,American Basin Well 1 middle-deep screen 680-700 ft bgs,AB-1 Middle-Deep,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,710.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N002M,"12N04E03N002M is part of a nested well.  Other wells in the nest are 12N04E03N001,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
12N04E03N003M,389117N1215238W001,"Am. Basin Well 1  mid-shall scrn 390-400,510-520 ft bgs",AB-1 Middle-Shallow,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,530.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N003M,"12N04E03N003M is part of a nested well.  Other wells in the nest are 12N04E03N001,2,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
12N04E03N004M,389116N1215238W003,American Basin Well 1 shallow screen 170-180 ft bgs,AB-1 Shallow,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,190.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N004M,"12N04E03N004M is part of a nested well.  Other wells in the nest are 12N04E03N001,2,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
12N04E26J002M,388593N1214885W001,American Basin Well 2 deep screen 670-690 ft bgs,AB-2 Deep,38.859400000,-121.488500000,NAD83,"GPS, 10m",51.620,,R.L. AT SURFACE,Sutter,5-021.64,North American,700.00000,Observation,Part of a nested/multi-completion well,51-1072,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E26J002M,"12N04E26J002M is part of a nested well.  Other wells in the nest are 12N04E26J003,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
12N04E26J003M,388593N1214885W002,"American Basin Well 2 mid screen 380-390,480-490 ft bgs",AB-2 Middle,38.859400000,-121.488500000,NAD83,"GPS, 10m",51.620,,R.L. AT SURFACE,Sutter,5-021.64,North American,500.00000,Observation,Part of a nested/multi-completion well,51-1073,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E26J003M,"12N04E26J003M is part of a nested well.  Other wells in the nest are 12N04E26J002,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
12N04E26J004M,388593N1214885W003,American Basin Well 2 shallow screen 135-145 ft bgs,AB-2 Shallow,38.859400000,-121.488500000,NAD83,"GPS, 10m",51.620,,R.L. AT SURFACE,Sutter,5-021.64,North American,155.00000,Observation,Part of a nested/multi-completion well,51-1074,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E26J004M,"12N04E26J004M is part of a nested well.  Other wells in the nest are 12N04E26J002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01E21B002M,389689N1218653W002,LCB Well 2 Middle screen 313-333 ft bgs,LCB-2 Middle,38.968914000,-121.865290000,NAD83,"GPS, 10m",27.550,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,522.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E21B002M,"This well was drilled on 05/26-6/1/98 and constructed on 12/7-10/98 as part of a triple completion well. The Shallow and Deep zones were destroyed in 2010. Data logger in the shallow zone was deployed in 07/01/2009 by Northern Region. North Central Region took over data uploading responsibilities in Jan 2013. -ESmith (2/4/2013). DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01E22A001M,389669N1218440W001,LCB Well 3 deep screen 670-680 ft bgs,LCB-3 Deep,38.966880000,-121.843915000,NAD83,"GPS, 10m",36.560,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,709.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E22A001M,"13N01E22A001M is part of a nested well.  The other well in the nest is 13N01E22A002M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01E22A002M,389669N1218440W002,"LCB Well 3 shall scrn 410-420,480-490 ft bgs",LCB-3 Shallow,38.966880000,-121.843915000,NAD83,"GPS, 10m",36.560,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,525.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E22A002M,"13N01E22A002M is part of a nested well.  The other well in the nest is 13N01E22A001M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01E24G002M,389605N1218102W001,Flood Monitoring Well 1A deep screen 240-300 ft bgs,Flood MW-1A deep,38.960500000,-121.810200000,NAD83,"GPS, 10m",29.830,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,310.00000,Observation,Part of a nested/multi-completion well,579929A,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E24G002M,"13N01E24G002M is part of a nested well.  Other wells in the nest are 13N01E24G003,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01E24G003M,389605N1218102W002,Flood Monitoring Well 1B middle screen 130-160 ft bgs,Flood MW-1B middle,38.960500000,-121.810200000,NAD83,"GPS, 10m",29.830,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,160.00000,Observation,Part of a nested/multi-completion well,579929B,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E24G003M,"13N01E24G003M is part of a nested well.  Other wells in the nest are 13N01E24G002,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01E24G004M,389605N1218102W003,Flood Monitoring Well 1C shallow screen 70-90 ft bgs,Flood MW-1C shallow,38.960500000,-121.810200000,NAD83,"GPS, 10m",29.830,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,100.00000,Observation,Part of a nested/multi-completion well,579929C,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E24G004M,"13N01E24G004M is part of a nested well.  Other wells in the nest are 13N01E24G002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01W13P001M,389694N1219259W001,LCB Well 1 deep screen 865-875 ft bgs,LCB-1 Deep,38.969348000,-121.925801000,NAD83,"GPS, 10m",32.230,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,885.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01W13P001M,"13N01W13P001M is part of a nested well.  Other wells in the nest are 13N01W13P002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01W13P002M,389694N1219259W002,"LCB Well 1 mid scrn 410-420,460-470 ft bgs",LCB-1 Middle,38.969348000,-121.925801000,NAD83,"GPS, 10m",32.230,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,480.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01W13P002M,"13N01W13P002M is part of a nested well.  Other wells in the nest are 13N01W13P001,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N01W13P003M,389694N1219259W003,LCB Well 1 shallow screen 271-281 ft bgs,LCB-1 Shallow,38.969348000,-121.925801000,NAD83,"GPS, 10m",32.230,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,291.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01W13P003M,"13N01W13P003M is part of a nested well.  Other wells in the nest are 13N01W13P001,2M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
13N03E06A001M,390087N1216722W001,Sutter County MW-6A Shallow screen 45-55 FT BGS,SCMW-6A,39.008641690,-121.671879600,NAD83,"Survey, 1m",35.546,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,65.00000,Observation,Part of a nested/multi-completion well,E124062A-C,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E06A001M,"13N03E06A001M is part of a nested well.  Other wells in the nest are 13N03E06A002M, and 3M."
13N03E06A002M,390087N1216722W002,Sutter County MW-6B Middle screen 155-165 FT BGS,SCMW-6B,39.008641690,-121.671879600,NAD83,"Survey, 1m",35.546,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,175.00000,Observation,Part of a nested/multi-completion well,E124062A-C,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E06A002M,"13N03E06A002M is part of a nested well.  Other wells in the nest are 13N03E06A001M, and 3M."
13N03E06A003M,390087N1216722W003,Sutter County MW-6C Deep screen 245-255 FT BGS,SCMW-6C,39.008641690,-121.671879600,NAD83,"Survey, 1m",35.546,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,265.00000,Observation,Part of a nested/multi-completion well,E124062A-C,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E06A003M,"13N03E06A003M is part of a nested well.  Other wells in the nest are 13N03E06A001M, and 2M."
13N03E26J002M,389452N1215992W001,Sutter County MW-4A shallow screen 145 to 165 ft bgs,SCMW-4A,38.945159000,-121.599153000,NAD83,"GPS, 10m",37.081,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,175.00000,Observation,Part of a nested/multi-completion well,E0115603A-D,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E26J002M,"13N03E26J002M is part of a nested well.  Other wells in the nest are 13N03E26J003, 4, and 5M."
13N03E26J003M,389452N1215992W002,Sutter Co MW-4B mid-shallow screen 425 to 435 ft bgs,SCMW-4B,38.945159000,-121.599153000,NAD83,"GPS, 10m",37.081,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,445.00000,Observation,Part of a nested/multi-completion well,E0115603A-D,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E26J003M,"13N03E26J003M is part of a nested well.  Other wells in the nest are 13N03E26J002, 4, and 5M."
13N03E26J004M,389452N1215992W003,Sutter Co MW-4c mid-deep screen 590 to 600 ft bgs,SCMW-4C,38.945159000,-121.599153000,NAD83,"GPS, 10m",37.081,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,610.00000,Observation,Part of a nested/multi-completion well,E0115603A-D,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E26J004M,"13N03E26J004M is part of a nested well.  Other wells in the nest are 13N03E26J002, 3, and 5M."
13N03E26J005M,389452N1215992W004,Sutter County MW-4D deep screen 995 to 1005 ft bgs,SCMW-4D,38.945159000,-121.599153000,NAD83,"GPS, 10m",37.081,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,1005.00000,Observation,Part of a nested/multi-completion well,E0115603A-D,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N03E26J005M,"13N03E26J005M is part of a nested well.  Other wells in the nest are 13N03E26J002, 3, and 4M."
13N04E07L001M,389868N1215739W001,Yuba County Water Agency Well 12 screen 155-175 ft bgs,YCWA-12,38.986800000,-121.573900000,NAD83,"GPS, 10m",67.800,,R.L. AT W.L.M.PT.,Yuba,5-021.61,South Yuba,175.00000,Observation,Single Well,E0106742,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N04E07L001M,
13N04E11J001M,389883N1214883W001,Rio Oso Grove Ag Well 1 screen 144-360 ft bgs,ROG-1,38.988300000,-121.488300000,NAD83,"GPS, 10m",61.380,,R.L. AT SURFACE,Sutter,5-021.61,South Yuba,360.00000,Irrigation,Single Well,086536,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N04E11J001M,This is an agricultural production well currently in use by Rio Oso Groves
13N04E11R002M,389857N1214880W001,Bear River Well 1B middle-shallow screen 78-97 ft bgs,BR-1B middle-shallow,38.985700000,-121.488000000,NAD83,"GPS, 10m",63.300,,R.L. AT W.L.M.PT.,Sutter,5-021.61,South Yuba,98.00000,Observation,Part of a nested/multi-completion well,804791,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N04E11R002M,"13N04E11R002M is part of a nested well.  Other wells in the nest are 13N04E11R003,4,5M."
13N04E11R003M,389857N1214880W002,Bear River Well 1C middle-deep screen 215-244 ft bgs,BR-1C middle-deep,38.985700000,-121.488000000,NAD83,"GPS, 10m",63.200,,R.L. AT W.L.M.PT.,Sutter,5-021.61,South Yuba,245.00000,Observation,Part of a nested/multi-completion well,804792,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N04E11R003M,"13N04E11R003M is part of a nested well.  Other wells in the nest are 13N04E11R002,4,5M."
13N04E11R004M,389857N1214880W003,Bear River Well 1D deep screen 320-330 ft bgs,BR-1D deep,38.985700000,-121.488000000,NAD83,"GPS, 10m",63.100,,R.L. AT W.L.M.PT.,Sutter,5-021.61,South Yuba,331.00000,Observation,Part of a nested/multi-completion well,804793,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N04E11R004M,"13N04E11R004M is part of a nested well.  Other wells in the nest are 13N04E11R002,3,5M."
13N04E11R005M,389857N1214880W004,Bear River Well 1A shallow screen 28-48 ft bgs,BR-1A shallow,38.985700000,-121.488000000,NAD83,"GPS, 10m",63.400,,R.L. AT W.L.M.PT.,Sutter,5-021.61,South Yuba,48.00000,Observation,Part of a nested/multi-completion well,804790,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N04E11R005M,"13N04E11R005M is part of a nested well.  Other wells in the nest are 13N04E11R002,3,4M."
13N11W17Q001M,389812N1230889W001,Sanel Valley Well 1 screen 84-103 ft bgs,SV-1,38.981237000,-123.088911000,NAD83,"Survey, 1m",520.000,,R.L. AT SURFACE,Mendocino,1-053,Sanel Valley,109.00000,Observation,Single Well,791825,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N11W17Q001M,
13N11W19H001M,389722N1231033W001,Sanel Valley Well 2A screen 24-43 ft bgs,SV-2A,38.972200000,-123.103300000,NAD83,"Survey, 1m",495.000,,R.L. AT SURFACE,Mendocino,1-053,Sanel Valley,44.00000,Observation,Part of a nested/multi-completion well,WCR2002-005379,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N11W19H001M,
13N11W19H002M,389722N1231033W002,Sanel Valley Well 2B screen 57-66 ft bgs,SV-2B,38.972200000,-123.103300000,NAD83,"Survey, 1m",495.000,,R.L. AT SURFACE,Mendocino,1-053,Sanel Valley,67.00000,Observation,Part of a nested/multi-completion well,WCR2002-005379,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N11W19H002M,
13N14W11B001M,390047N1233685W001,Anderson Valley Well 1A screen 37-46 ft bgs,AV-1A,39.004700000,-123.368500000,NAD83,"Survey, 1m",400.000,,R.L. AT SURFACE,Mendocino,1-019,Anderson Valley,48.00000,Observation,Part of a nested/multi-completion well,791829,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N14W11B001M,
13N14W11B002M,390047N1233685W002,Anderson Valley Well 1B screen 138-167 ft bgs,AV-1B,39.004700000,-123.368500000,NAD83,"Survey, 1m",400.000,,R.L. AT SURFACE,Mendocino,1-019,Anderson Valley,168.00000,Observation,Part of a nested/multi-completion well,791830,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N14W11B002M,
14N01E35P001M,390124N1218291W001,COL_35P001M screen interval 985 to 995 ft bgs,Screen: 985-995 ft,39.012435000,-121.829041000,NAD83,"GPS, 10m",46.880,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,1039.00000,Observation,Part of a nested/multi-completion well,E0109311A,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N01E35P001M,
14N01E35P002M,390124N1218291W002,COL_35P002M screen interval 545 to 705 ft bgs,Screen: 545-705 ft,39.012435000,-121.829041000,NAD83,"GPS, 10m",46.880,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,736.00000,Observation,Part of a nested/multi-completion well,E0109311B,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N01E35P002M,
14N01E35P003M,390124N1218291W003,COL_35P003M screen interval 135 to 225 ft bgs,Screen: 135-225 ft,39.012435000,-121.829041000,NAD83,"GPS, 10m",46.880,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,275.00000,Observation,Part of a nested/multi-completion well,E0109311C,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N01E35P003M,
14N01E35P004M,390124N1218291W004,COL_35P004M screen interval 50 to 60 ft bgs,Screen: 50-60 ft,39.012435000,-121.829041000,NAD83,"GPS, 10m",46.880,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,71.00000,Observation,Part of a nested/multi-completion well,E0109311D,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N01E35P004M,
14N02E17C001M,390696N1217778W001,Sutter County MW-1A shallow screen 33-53 ft bgs,SCMW-1A Shallow,39.069550000,-121.777840000,NAD83,"GPS, 10m",33.000,,EST.CONTOUR 2-4M.,Sutter,5-021.62,Sutter,60.00000,Observation,Part of a nested/multi-completion well,E0108475,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E17C001M,"14N02E17C001M is part of a nested well.  Other wells in the nest are 14N02E17C002M,3M,4M."
14N02E17C002M,390696N1217778W002,Sutter County MW-1B Mid-Shallow screen 205-235 ft bgs,SCMW-1B Mid-Shallow,39.069550000,-121.777840000,NAD83,"GPS, 10m",33.000,,EST.CONTOUR 2-4M.,Sutter,5-021.62,Sutter,245.00000,Observation,Part of a nested/multi-completion well,E0108475,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E17C002M,"14N02E17C002M is part of a nested well.  Other wells in the nest are 14N02E17C001M,3M,4M."
14N02E17C003M,390696N1217778W003,Sutter County MW-1C Mid-deep screen 395-415 ft bgs,SCMW-1C Mid-Deep,39.069550000,-121.777840000,NAD83,"GPS, 10m",33.000,,EST.CONTOUR 2-4M.,Sutter,5-021.62,Sutter,425.00000,Observation,Part of a nested/multi-completion well,E0108475,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E17C003M,"14N02E17C003M is part of a nested well.  Other wells in the nest are 14N02E17C001M,2M,4M."
14N02E17C004M,390696N1217778W004,Sutter County MW-1D Deep screen 725-745 ft bgs,SCMW-1D Deep,39.069550000,-121.777840000,NAD83,"GPS, 10m",33.000,,EST.CONTOUR 2-4M.,Sutter,5-021.62,Sutter,755.00000,Observation,Part of a nested/multi-completion well,E0108475,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E17C004M,"14N02E17C004M is part of a nested well.  Other wells in the nest are 14N02E17C001M,2M,3M."
14N02E32D001M,390244N1217813W001,Sutter Mutual Water Company MW-1A,SMWC-1A,39.024400000,-121.781200000,NAD83,"Survey, 1m",29.400,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,64.00000,Observation,Part of a nested/multi-completion well,E0155755A,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E32D001M,"14N02E32D001M (shallow) is part of a triple completion monitoring well.  The other wells have SWN's of 14N02E32D002M, and -3M"
14N02E32D002M,390244N1217813W002,Sutter Mutual Water Company MW-1B,SMWC-1B,39.024400000,-121.781200000,NAD83,"Survey, 1m",29.400,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,210.00000,Observation,Part of a nested/multi-completion well,E0155755B,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E32D002M,"14N02E32D002M (middle) is part of a triple completion monitoring well.  The other wells have SWN's of 14N02E32D001M, and -3M"
14N02E32D003M,390244N1217813W003,Sutter Mutual Water Company MW-1C,SMWC-1C,39.024400000,-121.781200000,NAD83,"Survey, 1m",29.400,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,500.00000,Observation,Part of a nested/multi-completion well,E0155755C,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02E32D003M,"14N02E32D003M (deep) is part of a triple completion monitoring well.  The other wells have SWN's of 14N02E32D001M, and -2M"
14N02W22A002M,390540N1220607W002,COL_22A002M screen interval 1020 to 1030 bgs,14N02W22A002M,39.053980000,-122.060670000,NAD83,"Survey, 1m",87.060,NAVD88,R.L. AT W.L.M.PT.,Colusa,5-021.52,Colusa,1050.00000,Observation,Part of a nested/multi-completion well,WCR2020-003773,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02W22A002M,
14N02W22A003M,390540N1220607W004,COL_22A003M screen interval 860 to 930 bgs,14N02W22A003M,39.053980000,-122.060670000,NAD83,"Survey, 1m",86.900,NAVD88,R.L. AT W.L.M.PT.,Colusa,5-021.52,Colusa,950.00000,Observation,Part of a nested/multi-completion well,WCR2020-003773,https://wdl.water.ca.gov/StationDetails.aspx?Station=14N02W22A003M,
